roc_auc,pr_auc,f1,brier,ece,n_samples,pos_rate,reliability_slope,reliability_intercept,fold,variant,subset,n
0.4965420052413838,0.4855677650950354,0.6511175898931001,0.2505903650008811,0.0282076527852303,3485,0.4849354326725006,-0.40322404112937404,0.6916760023319514,5,lr_M3_text_only,all_days,3485
0.5310757666268419,0.5425545719366001,0.6470588235294118,0.2503814582218328,0.022564119956347356,567,0.4920634925365448,-0.21648043661650646,0.6029058301124808,5,lr_M3_text_only,filing_days,567
0.5064909099899457,0.48908140260671207,0.5936329588014981,0.25114826693878894,0.029908748526087228,3485,0.4849354326725006,0.5561142227190805,0.1987143111745429,5,gb_M4a_cat_early,all_days,3485
0.4643443847072879,0.46304246646981917,0.5867418899858956,0.2538302124756366,0.04264991356325592,567,0.4920634925365448,-0.48216527230170786,0.7373320193304091,5,gb_M4a_cat_early,filing_days,567
0.5092469219231593,0.4876175762722348,0.6314249895528625,0.25077051996066035,0.02934997897691003,3485,0.4849354326725006,1.122608448300687,-0.09165167774097038,5,lr_M4a_cat_early,all_days,3485
0.4759806849860613,0.4744719424978333,0.649616368286445,0.2519648626283707,0.027567152193494322,567,0.4920634925365448,3.903080541774115,-1.5217312902597409,5,lr_M4a_cat_early,filing_days,567
0.49864976677490064,0.48457598932688184,0.6531400966183575,0.25052326673869024,0.027389619390488562,3485,0.4849354326725006,,,5,gb_M4_cat_text_only,all_days,3485
0.49173013739546,0.48982963887234016,0.6595744680851063,0.25034765103561163,0.020261648691089817,567,0.4920634925365448,,,5,gb_M4_cat_text_only,filing_days,567
0.49980896968897814,0.4853656751779352,0.6526030578672344,0.25053295771475675,0.02781554088055822,3485,0.4849354326725006,-0.3702582981363545,0.674651002020328,5,lr_M4_cat_text_only,all_days,3485
0.4985812425328554,0.4945335150247806,0.6563245823389021,0.25037519815144854,0.022324221947015135,567,0.4920634925365448,-0.1962021218913648,0.592548627159254,5,lr_M4_cat_text_only,filing_days,567
0.5040966854015922,0.48586976083230593,0.6001373311970702,0.2507542923958753,0.028360629314089,3485,0.4849354326725006,0.7674959220796365,0.09098280031226891,5,M3_late_fusion,all_days,3485
0.46361011549183595,0.4623128897727739,0.6035665294924554,0.251599972300752,0.026788902488240975,567,0.4920634925365448,-0.5889621211371062,0.7951015716860228,5,M3_late_fusion,filing_days,567
0.5040966854015922,0.48586976083230593,0.6001373311970702,0.2507542923958753,0.028360629314089,3485,0.4849354326725006,0.7674959220796365,0.09098280031226891,5,M4b_cat_late_fusion,all_days,3485
0.46361011549183595,0.4623128897727739,0.6035665294924554,0.251599972300752,0.026788902488240975,567,0.4920634925365448,-0.5889621211371062,0.7951015716860228,5,M4b_cat_late_fusion,filing_days,567
0.5192428829543387,0.49266700712093164,0.06210526315789474,0.2495071606055433,0.004970568326401211,3704,0.4797516167163849,-0.0035081585798545888,0.48145211204853766,6,gb_M1_numeric,all_days,3704
0.5399640405361231,0.5020578706788958,0.0958904109589041,0.24859259464772346,0.01585518172571115,565,0.47079646587371826,3.0315309876547745,-0.9954412360803535,6,gb_M1_numeric,filing_days,565
0.5278833880066431,0.5166696346711703,0.2399650959860384,0.24955824390204492,0.013618087398827233,3704,0.4797516167163849,-0.279733375227916,0.643597121168526,6,lr_M1_numeric,all_days,3704
